INFO 2025-12-14 11:39:29 db_utils.py:102 [1m[34mLogs will be synced with wandb.[0m
INFO 2025-12-14 11:39:29 db_utils.py:103 Track this run --> [1m[33mhttps://wandb.ai/rayan-elidrissi-caor/lerobot/runs/pnwm0qt5[0m
INFO 2025-12-14 11:39:29 ot_train.py:183 Creating dataset
meta/episodes/chunk-000/file-000.parquet: 100%|█| 76.0k/76.0k [00:00<00:00, 142k
meta/episodes/chunk-000/file-006.parquet: 100%|█| 120k/120k [00:00<00:00, 212kB/
meta/episodes/chunk-000/file-005.parquet: 100%|█| 158k/158k [00:00<00:00, 291kB/
meta/episodes/chunk-000/file-004.parquet: 100%|█| 120k/120k [00:00<00:00, 195kB/
meta/episodes/chunk-000/file-007.parquet: 100%|█| 61.2k/61.2k [00:00<00:00, 96.8
meta/episodes/chunk-000/file-002.parquet: 100%|█| 76.2k/76.2k [00:00<00:00, 139k
meta/episodes/chunk-000/file-001.parquet: 100%|█| 76.3k/76.3k [00:00<00:00, 116k
stats.json: 16.0kB [00:00, 39.5MB/s]quet: 100%|█| 120k/120k [00:00<00:00, 213kB/
meta/episodes/chunk-000/file-003.parquet: 100%|█| 69.4k/69.4k [00:00<00:00, 88.0
info.json: 3.87kB [00:00, 18.4MB/s]              | 4/13 [00:01<00:01,  4.65it/s]
meta/tasks.parquet: 100%|██████████████████| 2.23k/2.23k [00:00<00:00, 13.1kB/s]
meta/episodes/chunk-000/file-009.parquet: 100%|█| 69.9k/69.9k [00:00<00:00, 171k
meta/episodes/chunk-000/file-008.parquet: 100%|█| 61.2k/61.2k [00:00<00:00, 130k
Fetching 13 files: 100%|████████████████████████| 13/13 [00:01<00:00,  9.34it/s]
README.md: 4.35kB [00:00, 12.3MB/s]                      | 0/55 [00:00<?, ?it/s]
.gitattributes: 2.46kB [00:00, 9.68MB/s]             | 0.00/185k [00:00<?, ?B/s]
data/chunk-000/file-004.parquet: 100%|███████| 370k/370k [00:00<00:00, 2.71MB/s]
data/chunk-000/file-002.parquet: 100%|████████| 185k/185k [00:00<00:00, 841kB/s]
data/chunk-000/file-005.parquet: 100%|███████| 459k/459k [00:00<00:00, 1.87MB/s]
data/chunk-000/file-000.parquet: 100%|███████| 191k/191k [00:00<00:00, 1.71MB/s]
data/chunk-000/file-006.parquet: 100%|███████| 353k/353k [00:00<00:00, 1.76MB/s]
data/chunk-000/file-009.parquet: 100%|██████| 97.4k/97.4k [00:00<00:00, 468kB/s]
data/chunk-000/file-008.parquet: 100%|█████| 17.8k/17.8k [00:00<00:00, 83.9kB/s]
data/chunk-000/file-007.parquet: 100%|█████| 18.2k/18.2k [00:00<00:00, 66.7kB/s]
data/chunk-000/file-001.parquet: 100%|███████| 192k/192k [00:00<00:00, 1.17MB/s]
data/chunk-000/file-003.parquet: 100%|██████| 87.7k/87.7k [00:00<00:00, 466kB/s]
videos/observation.images.gripper/chunk-(…): 100%|█| 48.9M/48.9M [00:01<00:00, 4
videos/observation.images.gripper/chunk-(…): 100%|█| 6.19M/6.19M [00:00<00:00, 1
videos/observation.images.gripper/chunk-(…): 100%|█| 65.0M/65.0M [00:01<00:00, 4
videos/observation.images.gripper/chunk-(…): 100%|█| 58.3M/58.3M [00:01<00:00, 4
videos/observation.images.gripper/chunk-(…): 100%|█| 62.9M/62.9M [00:01<00:00, 4
videos/observation.images.gripper/chunk-(…): 100%|█| 4.83M/4.83M [00:00<00:00, 1
videos/observation.images.gripper/chunk-(…): 100%|█| 181M/181M [00:01<00:00, 103
videos/observation.images.gripper/chunk-(…): 100%|█| 135M/135M [00:01<00:00, 67.
videos/observation.images.side/chunk-000(…): 100%|█| 54.7M/54.7M [00:00<00:00, 6
videos/observation.images.side/chunk-000(…): 100%|█| 52.5M/52.5M [00:00<00:00, 5
videos/observation.images.gripper/chunk-(…): 100%|█| 47.7M/47.7M [00:01<00:00, 4
videos/observation.images.side/chunk-000(…): 100%|█| 57.0M/57.0M [00:01<00:00, 5
videos/observation.images.side/chunk-000(…): 100%|█| 5.61M/5.61M [00:00<00:00, 1
videos/observation.images.gripper/chunk-(…): 100%|█| 146M/146M [00:01<00:00, 88.
videos/observation.images.side/chunk-000(…): 100%|█| 125M/125M [00:01<00:00, 103
videos/observation.images.side/chunk-000(…): 100%|█| 42.0M/42.0M [00:00<00:00, 6
videos/observation.images.side/chunk-000(…): 100%|█| 42.5M/42.5M [00:01<00:00, 2
videos/observation.images.side/chunk-000(…): 100%|█| 102M/102M [00:01<00:00, 76.
videos/observation.images.side/chunk-000(…): 100%|█| 157M/157M [00:01<00:00, 92.
videos/observation.images.top/chunk-000/(…): 100%|█| 51.6M/51.6M [00:00<00:00, 6
videos/observation.images.side/chunk-000(…): 100%|█| 5.33M/5.33M [00:00<00:00, 3
videos/observation.images.top/chunk-000/(…): 100%|█| 50.4M/50.4M [00:01<00:00, 4
videos/observation.images.top/chunk-000/(…): 100%|█| 5.45M/5.45M [00:00<00:00, 2
videos/observation.images.top/chunk-000/(…): 100%|█| 41.4M/41.4M [00:00<00:00, 4
videos/observation.images.top/chunk-000/(…): 100%|█| 49.2M/49.2M [00:01<00:00, 4
videos/observation.images.top/chunk-000/(…): 100%|█| 5.64M/5.64M [00:00<00:00, 1
videos/observation.images.top/chunk-000/(…): 100%|█| 125M/125M [00:01<00:00, 92.
videos/observation.images.top/chunk-000/(…): 100%|█| 43.1M/43.1M [00:00<00:00, 4
videos/observation.images.top/chunk-000/(…): 100%|█| 100M/100M [00:01<00:00, 65.
videos/observation.images.top/chunk-000/(…): 100%|█| 175M/175M [00:01<00:00, 101
Fetching 55 files: 100%|████████████████████████| 55/55 [00:06<00:00,  8.51it/s]
INFO 2025-12-14 11:39:38 ot_train.py:202 Creating policyM/175M [00:01<00:00, 94.
INFO 2025-12-14 11:39:38 ot_train.py:247 Creating optimizer and scheduler00, 78.
INFO 2025-12-14 11:39:38 ot_train.py:259 [1m[33mOutput dir:[0m outputs/train/act_so101_yellow-mirrorv1_pickdrop_20ksteps
INFO 2025-12-14 11:39:38 ot_train.py:262 cfg.steps=25000 (25K)
INFO 2025-12-14 11:39:38 ot_train.py:263 dataset.num_frames=54377 (54K)
INFO 2025-12-14 11:39:38 ot_train.py:264 dataset.num_episodes=109
INFO 2025-12-14 11:39:38 ot_train.py:267 Effective batch size: 8 x 1 = 8
INFO 2025-12-14 11:39:38 ot_train.py:268 num_learnable_params=51597190 (52M)
INFO 2025-12-14 11:39:38 ot_train.py:269 num_total_params=51597190 (52M)
INFO 2025-12-14 11:39:38 ot_train.py:324 Start offline training on a fixed dataset
INFO 2025-12-14 11:40:07 ot_train.py:351 step:200 smpl:2K ep:3 epch:0.03 loss:6.563 grdn:155.031 lr:1.0e-05 updt_s:0.139 data_s:0.006
INFO 2025-12-14 11:40:20 ot_train.py:351 step:400 smpl:3K ep:6 epch:0.06 loss:2.901 grdn:88.270 lr:1.0e-05 updt_s:0.061 data_s:0.002
INFO 2025-12-14 11:40:33 ot_train.py:351 step:600 smpl:5K ep:10 epch:0.09 loss:2.440 grdn:75.432 lr:1.0e-05 updt_s:0.061 data_s:0.002
INFO 2025-12-14 11:40:45 ot_train.py:351 step:800 smpl:6K ep:13 epch:0.12 loss:2.163 grdn:69.252 lr:1.0e-05 updt_s:0.062 data_s:0.002
INFO 2025-12-14 11:40:58 ot_train.py:351 step:1K smpl:8K ep:16 epch:0.15 loss:1.959 grdn:65.426 lr:1.0e-05 updt_s:0.061 data_s:0.002
INFO 2025-12-14 11:41:11 ot_train.py:351 step:1K smpl:10K ep:19 epch:0.18 loss:1.763 grdn:62.428 lr:1.0e-05 updt_s:0.060 data_s:0.002
INFO 2025-12-14 11:41:23 ot_train.py:351 step:1K smpl:11K ep:22 epch:0.21 loss:1.619 grdn:59.354 lr:1.0e-05 updt_s:0.060 data_s:0.002
INFO 2025-12-14 11:41:36 ot_train.py:351 step:2K smpl:13K ep:26 epch:0.24 loss:1.472 grdn:54.318 lr:1.0e-05 updt_s:0.061 data_s:0.002
INFO 2025-12-14 11:41:49 ot_train.py:351 step:2K smpl:14K ep:29 epch:0.26 loss:1.360 grdn:52.973 lr:1.0e-05 updt_s:0.060 data_s:0.002
INFO 2025-12-14 11:42:01 ot_train.py:351 step:2K smpl:16K ep:32 epch:0.29 loss:1.234 grdn:50.346 lr:1.0e-05 updt_s:0.060 data_s:0.002
INFO 2025-12-14 11:42:14 ot_train.py:351 step:2K smpl:18K ep:35 epch:0.32 loss:1.125 grdn:47.177 lr:1.0e-05 updt_s:0.061 data_s:0.002
INFO 2025-12-14 11:42:27 ot_train.py:351 step:2K smpl:19K ep:38 epch:0.35 loss:1.018 grdn:44.868 lr:1.0e-05 updt_s:0.060 data_s:0.002
INFO 2025-12-14 11:42:39 ot_train.py:351 step:3K smpl:21K ep:42 epch:0.38 loss:0.933 grdn:42.800 lr:1.0e-05 updt_s:0.060 data_s:0.002
INFO 2025-12-14 11:42:52 ot_train.py:351 step:3K smpl:22K ep:45 epch:0.41 loss:0.859 grdn:40.446 lr:1.0e-05 updt_s:0.060 data_s:0.002
INFO 2025-12-14 11:43:04 ot_train.py:351 step:3K smpl:24K ep:48 epch:0.44 loss:0.773 grdn:37.918 lr:1.0e-05 updt_s:0.061 data_s:0.002
INFO 2025-12-14 11:43:17 ot_train.py:351 step:3K smpl:26K ep:51 epch:0.47 loss:0.715 grdn:35.891 lr:1.0e-05 updt_s:0.060 data_s:0.002
INFO 2025-12-14 11:43:30 ot_train.py:351 step:3K smpl:27K ep:55 epch:0.50 loss:0.651 grdn:34.508 lr:1.0e-05 updt_s:0.060 data_s:0.002
INFO 2025-12-14 11:43:42 ot_train.py:351 step:4K smpl:29K ep:58 epch:0.53 loss:0.607 grdn:32.630 lr:1.0e-05 updt_s:0.061 data_s:0.002
INFO 2025-12-14 11:43:55 ot_train.py:351 step:4K smpl:30K ep:61 epch:0.56 loss:0.570 grdn:31.195 lr:1.0e-05 updt_s:0.060 data_s:0.002
INFO 2025-12-14 11:44:07 ot_train.py:351 step:4K smpl:32K ep:64 epch:0.59 loss:0.527 grdn:29.905 lr:1.0e-05 updt_s:0.060 data_s:0.002
INFO 2025-12-14 11:44:20 ot_train.py:351 step:4K smpl:34K ep:67 epch:0.62 loss:0.476 grdn:28.694 lr:1.0e-05 updt_s:0.060 data_s:0.002
INFO 2025-12-14 11:44:33 ot_train.py:351 step:4K smpl:35K ep:71 epch:0.65 loss:0.462 grdn:27.418 lr:1.0e-05 updt_s:0.061 data_s:0.002
INFO 2025-12-14 11:44:45 ot_train.py:351 step:5K smpl:37K ep:74 epch:0.68 loss:0.431 grdn:26.640 lr:1.0e-05 updt_s:0.060 data_s:0.002
INFO 2025-12-14 11:44:58 ot_train.py:351 step:5K smpl:38K ep:77 epch:0.71 loss:0.400 grdn:25.113 lr:1.0e-05 updt_s:0.060 data_s:0.002
INFO 2025-12-14 11:45:11 ot_train.py:351 step:5K smpl:40K ep:80 epch:0.74 loss:0.392 grdn:25.354 lr:1.0e-05 updt_s:0.061 data_s:0.002
INFO 2025-12-14 11:45:23 ot_train.py:351 step:5K smpl:42K ep:83 epch:0.77 loss:0.370 grdn:23.926 lr:1.0e-05 updt_s:0.060 data_s:0.002
INFO 2025-12-14 11:45:36 ot_train.py:351 step:5K smpl:43K ep:87 epch:0.79 loss:0.365 grdn:23.885 lr:1.0e-05 updt_s:0.060 data_s:0.002
INFO 2025-12-14 11:45:48 ot_train.py:351 step:6K smpl:45K ep:90 epch:0.82 loss:0.351 grdn:22.564 lr:1.0e-05 updt_s:0.060 data_s:0.002
INFO 2025-12-14 11:46:01 ot_train.py:351 step:6K smpl:46K ep:93 epch:0.85 loss:0.330 grdn:22.507 lr:1.0e-05 updt_s:0.061 data_s:0.002
INFO 2025-12-14 11:46:14 ot_train.py:351 step:6K smpl:48K ep:96 epch:0.88 loss:0.327 grdn:21.641 lr:1.0e-05 updt_s:0.060 data_s:0.002
INFO 2025-12-14 11:46:26 ot_train.py:351 step:6K smpl:50K ep:99 epch:0.91 loss:0.311 grdn:20.887 lr:1.0e-05 updt_s:0.060 data_s:0.002
INFO 2025-12-14 11:46:39 ot_train.py:351 step:6K smpl:51K ep:103 epch:0.94 loss:0.306 grdn:21.378 lr:1.0e-05 updt_s:0.060 data_s:0.002
INFO 2025-12-14 11:46:52 ot_train.py:351 step:7K smpl:53K ep:106 epch:0.97 loss:0.294 grdn:20.442 lr:1.0e-05 updt_s:0.061 data_s:0.002
INFO 2025-12-14 11:48:45 ot_train.py:351 step:7K smpl:54K ep:109 epch:1.00 loss:0.297 grdn:20.070 lr:1.0e-05 updt_s:0.550 data_s:0.016
INFO 2025-12-14 11:48:58 ot_train.py:351 step:7K smpl:56K ep:112 epch:1.03 loss:0.280 grdn:19.831 lr:1.0e-05 updt_s:0.062 data_s:0.002
INFO 2025-12-14 11:49:10 ot_train.py:351 step:7K smpl:58K ep:115 epch:1.06 loss:0.273 grdn:19.137 lr:1.0e-05 updt_s:0.061 data_s:0.002
INFO 2025-12-14 11:49:23 ot_train.py:351 step:7K smpl:59K ep:119 epch:1.09 loss:0.273 grdn:19.891 lr:1.0e-05 updt_s:0.061 data_s:0.002
INFO 2025-12-14 11:49:35 ot_train.py:351 step:8K smpl:61K ep:122 epch:1.12 loss:0.262 grdn:18.457 lr:1.0e-05 updt_s:0.061 data_s:0.002
